JOB_ID,Agency,Posting_Type,Number_Of_Positions,Civil_Service_Title,Job_Category,Full_Time_Part_Time_Indicator,Career_Level,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Posting_Date
696700,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH EMERGENCY PREPAR,Health,F,Experienced (non-manager),71979,88478,Annual,42-09 28th Street,1/8/2025
714546,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,EXTERMINATOR,Health,F,Experienced (non-manager),46638,46638,Annual,"1826 Arthur Ave., Bronx",5/14/2025
695849,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,PUBLIC HEALTH ASSISTANT (SCHOO,Health,P,Experienced (non-manager),19.77,19.77,Hourly,1780 Ocean Avenue,1/3/2025
648019,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE STAFF ANALYST,"Engineering, Architecture, & Planning",F,Manager,91090,133327,Annual,30-30 Thomson Ave L I City Qns,8/29/2024
611805,BRONX DISTRICT ATTORNEY,Internal,70,COMMUNITY ASSOCIATE,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51500,51500,Annual,"260 E 161st St., Brx",10/17/2023
713255,NYC HOUSING AUTHORITY,External,1,CARETAKER (HA),Building Operations & Maintenance,F,Entry-Level,36006,50569,Annual,Vandalia Houses,5/7/2025
713660,DEPARTMENT OF CORRECTION,External,2,COMMUNITY COORDINATOR,"Policy, Research & Analysis",F,Entry-Level,60889,70022,Annual,"Hazen St-A.M.K.C., E. Elm, Ny",5/5/2025
695763,DEPT OF DESIGN & CONSTRUCTION,External,1,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,94146,Annual,30-30 Thomson Ave L I City Qns,1/2/2025
695858,DEPT OF DESIGN & CONSTRUCTION,Internal,1,COMMUNITY COORDINATOR,Communications & Intergovernmental Affairs,F,Experienced (non-manager),60889,80922,Annual,30-30 Thomson Ave L I City Qns,1/2/2025
691424,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,100000,152840,Annual,59-17 Junction Blvd Corona Ny,12/23/2024
698692,TECHNOLOGY & INNOVATION,Internal,1,CLERICAL ASSOCIATE,"Policy, Research & Analysis",F,Experienced (non-manager),45040,70704,Annual,2 Metro Tech,3/10/2025
699599,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SUMMER COLLEGE INTERN,"Administration & Human Resources Technology, Data & Innovation Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,59-17 Junction Blvd Corona Ny,2/20/2025
711489,DEPT OF HEALTH/MENTAL HYGIENE,External,1,IT SERVICE MANAGEMENT SPECIALI,"Technology, Data & Innovation",F,Experienced (non-manager),75000,130000,Annual,42-09 28th Street,4/18/2025
698333,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,42-09 28th Street,1/24/2025
706912,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,"Finance, Accounting, & Procurement",F,Experienced (non-manager),95051,112016,Annual,30-30 Thomson Ave L I City Qns,3/17/2025
628365,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),62370,93587,Annual,"465 Columbus Ave. Valhalla, Ny",4/30/2024
705710,FINANCIAL INFO SVCS AGENCY,External,1,IT SERVICE MANAGEMENT SPECIALI,Administration & Human Resources,F,Experienced (non-manager),75000,80000,Annual,5 Manhattan West,3/5/2025
683201,DEPT OF HEALTH/MENTAL HYGIENE,External,1,LABORATORY ASSOCIATE,Health,F,Experienced (non-manager),53580,53580,Annual,"455 First Ave., N.Y.",10/9/2024
699746,DEPT OF DESIGN & CONSTRUCTION,External,7,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,1/29/2025
634846,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PUBLIC HEALTH SANITA,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),66042,75948,Annual,96-05 Horace Harding Expway,6/13/2024
709765,HOUSING PRESERVATION & DVLPMNT,Internal,1,COMMUNITY ASSOCIATE,Constituent Services & Community Programs,F,Entry-Level,49615,49615,Annual,100 Gold Street,4/3/2025
708364,DEPARTMENT OF PROBATION,Internal,2,INVESTIGATOR (EMPLOYEE DISCIPL,Administration & Human Resources,F,Experienced (non-manager),56947,82320,Annual,"33 Beaver St, New York Ny",4/7/2025
644641,DEPARTMENT OF TRANSPORTATION,Internal,2,SERVICE INSPECTOR (DOT),"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),36505,50702,Annual,"66-26 Metropolitan Ave., Queen",8/14/2024
714403,HOUSING PRESERVATION & DVLPMNT,Internal,1,COMMUNITY ASSOCIATE,Constituent Services & Community Programs,F,Entry-Level,49615,49615,Annual,100 Gold Street,5/13/2025
680671,HOUSING PRESERVATION & DVLPMNT,Internal,1,CONSTRUCTION PROJECT MANAGER,Building Operations & Maintenance,F,Experienced (non-manager),87701,87701,Annual,"105 East 106 Street, New York,",9/19/2024
701451,DEPT OF YOUTH & COMM DEV SRVS,External,2,MANAGEMENT AUDITOR,"Finance, Accounting, & Procurement",F,Experienced (non-manager),72997,110412,Annual,"123 William Street, NY, NY",4/8/2025
694697,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PUBLIC HEALTH S,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),81083,216270,Annual,96-05 Horace Harding Expway,1/7/2025
713648,CONSUMER AND WORKER PROTECTION,External,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),80387,120466,Annual,"42 Broadway, N.Y.",5/6/2025
708893,CONSUMER AND WORKER PROTECTION,Internal,1,EXECUTIVE AGENCY COUNSEL,Legal Affairs,F,Manager,91090,155795,Annual,"42 Broadway, N.Y.",3/25/2025
686469,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY MEDICAL SPECIALIST (PART-,Health,P,Experienced (non-manager),79.23,84.86,Hourly,"1826 Arthur Ave., Bronx",10/29/2024
551221,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM PROC ANAL-NM FRM M1-3,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,130000,Annual,59-17 Junction Blvd Corona Ny,9/16/2022
690182,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),79473,91394,Annual,4 World Trade Center,11/26/2024
700784,LAW DEPARTMENT,Internal,1,ASSISTANT CORPORATION COUNSEL,Legal Affairs,F,Experienced (non-manager),87550,175100,Annual,"100 Church St., N.Y.",2/10/2025
635659,DEPT OF ENVIRONMENT PROTECTION,Internal,4,ENVIRONMENTAL ENGINEERING INTE,"Engineering, Architecture, & Planning",F,Entry-Level,56181,64608,Annual,"356 Flushing Ave, Brooklyn",6/3/2024
702446,LAW DEPARTMENT,Internal,1,CLERICAL ASSOCIATE,Legal Affairs,F,Experienced (non-manager),40957,66353,Annual,"100 Church St., N.Y.",2/13/2025
715137,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE DIRECTOR OF SOC,Social Services,F,Experienced (non-manager),66067,126115,Annual,"275-285 Bergen St, Brooklyn Ny",5/21/2025
707185,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,127720,Annual,30-30 Thomson Ave L I City Qns,3/20/2025
639847,HRA/DEPT OF SOCIAL SERVICES,External,1,STAFF ANALYST,Green Jobs Social Services,F,Experienced (non-manager),68262,78501,Annual,375 Pearl Street,9/12/2024
713661,CONSUMER AND WORKER PROTECTION,External,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),80387,120466,Annual,"42 Broadway, N.Y.",5/6/2025
707672,HOUSING PRESERVATION & DVLPMNT,External,1,EXECUTIVE AGENCY COUNSEL,Legal Affairs,F,Manager,170000,180000,Annual,100 Gold Street,3/17/2025
713917,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PROCUREMENT ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),67541,85000,Annual,42-09 28th Street,5/8/2025
521300,DEPARTMENT OF CORRECTION,Internal,7,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,75-20 Astoria Blvd,2/18/2022
682973,ADMIN TRIALS AND HEARINGS,External,1,COMMUNITY ASSOCIATE,Constituent Services & Community Programs,F,Entry-Level,43143,52200,Annual,"260 E 161st St., Brx",10/3/2024
708028,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE JOB OPPORTUNITY,Administration & Human Resources Social Services,F,Experienced (non-manager),82194,94523,Annual,"165 E 126Th St., N.Y.",3/20/2025
631727,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),58682,159671,Annual,96-05 Horace Harding Expway,4/29/2024
709701,DEPARTMENT OF FINANCE,Internal,1,AGENCY ATTORNEY INTERNE,Legal Affairs,F,Entry-Level,70228,80763,Annual,375 Pearl Street,4/23/2025
687749,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CUSTOMER INFORMATION REP,Health,F,Experienced (non-manager),42108,57783,Annual,"125 Worth Street, Nyc",11/26/2024
707752,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ELECTRICAL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),76262,110444,Annual,199 River Road North,3/28/2025
712968,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CONSULTANT (EARLY CHILDHOOD ED,Health,F,Experienced (non-manager),74781,74781,Annual,NYC - All Boroughs,4/30/2025
570413,DEPT OF ENVIRONMENT PROTECTION,Internal,1,COMMUNITY ASSOCIATE,"Constituent Services & Community Programs Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,38333,60000,Annual,59-17 Junction Blvd Corona Ny,2/2/2023
694867,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,NYC - All Boroughs,12/26/2024
703714,BRONX DISTRICT ATTORNEY,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),72022,72022,Annual,"215 E 161St St., Bronx",2/24/2025
698974,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SUMMER GRADUATE INTERN,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",F,Student,18.5,18.5,Hourly,59-17 Junction Blvd Corona Ny,2/20/2025
710909,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST (,"Finance, Accounting, & Procurement",F,Experienced (non-manager),106602,153362,Annual,"465 Columbus Ave. Valhalla, Ny",4/25/2025
704746,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),59715,68672,Annual,"33 Beaver St, New York Ny",3/17/2025
631967,DEPARTMENT OF TRANSPORTATION,External,2,COMMUNITY COORDINATOR,"Engineering, Architecture, & Planning",F,Experienced (non-manager),59116,91768,Annual,55 Water St Ny Ny,4/10/2024
636340,TECHNOLOGY & INNOVATION,External,1,IT PROJECT SPECIALIST,"Communications & Intergovernmental Affairs Policy, Research & Analysis",F,Experienced (non-manager),75000,160000,Annual,2 Metro Tech,5/16/2024
690182,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE STAFF ANALYST,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),79473,91394,Annual,4 World Trade Center,11/26/2024
643990,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,ASSOCIATE STAFF ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),77158,114887,Annual,"2 Lafayette St., N.Y.",4/7/2025
714470,NYC HOUSING AUTHORITY,Internal,1,PLASTERER,Building Operations & Maintenance,F,Experienced (non-manager),56.1,56.1,Hourly,Brooklyn Neighborhood 07,5/21/2025
681655,BRONX DISTRICT ATTORNEY,External,2,COMMUNITY COORDINATOR,Constituent Services & Community Programs Legal Affairs Social Services,F,Experienced (non-manager),60889,94521,Annual,198 E161St Street Bronx N.Y.,9/24/2024
626427,ADMIN FOR CHILDREN'S SVCS,Internal,1,EXECUTIVE AGENCY COUNSEL,"Administration & Human Resources Policy, Research & Analysis",F,Executive,80931,208826,Annual,"150 William Street, New York N",2/8/2024
687059,DEPT OF DESIGN & CONSTRUCTION,External,1,ESTIMATOR (GENERAL CONSTRUCTIO,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,101825,Annual,30-30 Thomson Ave L I City Qns,11/7/2024
540541,DEPT OF ENVIRONMENT PROTECTION,External,1,LANDSCAPE ARCHITECT,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,59-17 Junction Blvd Corona Ny,7/16/2022
702282,HRA/DEPT OF SOCIAL SERVICES,External,2,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),58377,67134,Annual,"275-285 Bergen St, Brooklyn Ny",2/14/2025
691544,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PROCUREMENT ANALYST,"Finance, Accounting, & Procurement Health",F,Experienced (non-manager),55699,64054,Annual,"125 Worth Street, Nyc",12/4/2024
699545,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,73068,195261,Annual,96-05 Horace Harding Expway,3/21/2025
713044,BRONX DISTRICT ATTORNEY,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Administration & Human Resources,F,Manager,125715,125715,Annual,198 E161St Street Bronx N.Y.,4/29/2025
692414,DEPT OF DESIGN & CONSTRUCTION,External,1,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,94146,Annual,30-30 Thomson Ave L I City Qns,1/24/2025
644980,DEPARTMENT OF TRANSPORTATION,Internal,3,ASSOCIATE INVESTIGATOR (NOT PR,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,Entry-Level,66114,74549,Annual,55 Water St Ny Ny,8/6/2024
596610,HRA/DEPT OF SOCIAL SERVICES,External,6,CASEWORKER,Social Services,F,Experienced (non-manager),45329,52128,Annual,"32-20 Northern Blvd, L.I.C. Ny",8/3/2023
700943,DEPT OF DESIGN & CONSTRUCTION,External,1,LANDSCAPE ARCHITECT,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90667,108150,Annual,30-30 Thomson Ave L I City Qns,2/12/2025
565725,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SUPERVISOR (WATERSHED MAINTENA,Building Operations & Maintenance,F,Experienced (non-manager),63150,72623,Annual,"182 Joline Ave, Staten Isl",1/9/2023
714768,HOUSING PRESERVATION & DVLPMNT,External,1,EXECUTIVE AGENCY COUNSEL,Legal Affairs,F,Manager,120000,130000,Annual,100 Gold Street,5/15/2025
711745,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY COORDINATOR,Health,F,Experienced (non-manager),60889,89169,Annual,2238 Fifth Ave New York,4/22/2025
590901,DEPARTMENT OF TRANSPORTATION,Internal,1,COMMUNITY COORDINATOR,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),59116,91768,Annual,59 Maiden Lane,6/28/2023
713890,NYC HOUSING AUTHORITY,Internal,1,CARETAKER (HA),"Finance, Accounting, & Procurement",F,Entry-Level,36006,50569,Annual,Office of the Senior Director,5/16/2025
711649,LAW DEPARTMENT,External,1,ASSISTANT CORPORATION COUNSEL,Legal Affairs,F,Experienced (non-manager),87550,175100,Annual,"100 Church St., N.Y.",4/18/2025
567353,DEPARTMENT OF CORRECTION,External,8,FACILITY SUPERVISOR (CORRECTIO,"Public Safety, Inspections, & Enforcement",F,Executive,201587,201587,Annual,"Hazen St-A.M.K.C., E. Elm, Ny",1/5/2023
691873,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),84018,96621,Annual,30-30 Thomson Ave L I City Qns,12/13/2024
642040,DEPT OF ENVIRONMENT PROTECTION,Internal,1,MECHANICAL ENGINEERING INTERN,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,56181,68034,Annual,"465 Columbus Ave. Valhalla, Ny",9/10/2024
596555,HRA/DEPT OF SOCIAL SERVICES,Internal,5,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),56677,65179,Annual,"109 E 16Th St., N.Y.",8/3/2023
626376,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PROJECT MANAGER,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62370,90000,Annual,59-17 Junction Blvd Corona Ny,3/11/2024
714341,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT ENVIRONMENTAL ENGINE,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,59-17 Junction Blvd Corona Ny,5/19/2025
709641,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY CUSTODIAL ASSISTANT,Building Operations & Maintenance,F,Experienced (non-manager),36129,50285,Annual,160 West 100Th Street Ny,4/3/2025
637615,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Manager,81083,216270,Annual,"71 Smith Avenue, Kingston, Ny",7/30/2024
709255,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,4/7/2025
635188,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56181,68034,Annual,55 Water St Ny Ny,5/5/2024
708877,BRONX DISTRICT ATTORNEY,External,1,COMMUNITY COORDINATOR,"Policy, Research & Analysis",F,Experienced (non-manager),84000,94521,Annual,"215 E 161St St., Bronx",3/25/2025
691625,TECHNOLOGY & INNOVATION,Internal,1,ADMINISTRATIVE PROCUREMENT ANA,"Finance, Accounting, & Procurement",F,Executive,100102,226000,Annual,15 Metrotech,12/5/2024
693402,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH SANITARIAN,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),61201,70381,Annual,"125 Worth Street, Nyc",1/7/2025
698896,TECHNOLOGY & INNOVATION,External,1,TELECOMMUNICATION MANAGER,"Technology, Data & Innovation",F,Manager,81083,153000,Annual,2 Metro Tech,1/29/2025
705467,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH NURSE,Health,F,Experienced (non-manager),94826,94826,Annual,"1601 Ave. S, Brooklyn",3/10/2025
646042,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE STAFF ANALYST,"Constituent Services & Community Programs Policy, Research & Analysis Social Services",F,Experienced (non-manager),77158,88732,Annual,4 World Trade Center,8/14/2024
688700,DEPARTMENT OF TRANSPORTATION,External,1,ADM ENGINEER (NON MGRL),"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,164461,Annual,55 Water St Ny Ny,11/22/2024
633260,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PROJECT MANAGER,"Green Jobs Policy, Research & Analysis",F,Experienced (non-manager),81571,119554,Annual,59-17 Junction Blvd Corona Ny,4/29/2024
580559,DEPT OF ENVIRONMENT PROTECTION,Internal,3,MATE (DEP),"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),75365,75365,Annual,"Wards Island, N.Y.",3/28/2023
713168,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,"Administration & Human Resources Constituent Services & Community Programs Green Jobs Policy, Research & Analysis",F,Experienced (non-manager),84981,106654,Annual,59-17 Junction Blvd Corona Ny,5/13/2025
696891,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),44003,44003,Annual,30-30 47TH AVE,1/8/2025
715407,NYC HOUSING AUTHORITY,External,1,OIL BURNER SPECIALIST,Building Operations & Maintenance,F,Experienced (non-manager),58626,79489,Annual,Heating Mgt-Operations,5/23/2025
713753,HOUSING PRESERVATION & DVLPMNT,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),84981,97728,Annual,100 Gold Street,5/7/2025
703984,BOROUGH PRESIDENT-BRONX,External,1,COMMUNITY COORDINATOR,"Technology, Data & Innovation",F,Experienced (non-manager),60889,94521,Annual,"851 Grand Concourse, Bronx",2/24/2025
683398,DEPARTMENT OF CITY PLANNING,External,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),115000,125000,Annual,"120 Broadway, New York, NY",10/8/2024
698754,OFFICE OF MANAGEMENT & BUDGET,External,1,BUDGET ANALYST (OMB),"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,58581,74893,Annual,255 Greenwich Street,1/23/2025
702325,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,"41158 Highway 28, Margaretvill",2/19/2025
